yourlist:M202202115BF3C56A578D7D6DFD1FC81EE5DA77304059810	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
AAY80095	Q4JAT4	Q4JAT4_SULAC	unreviewed	Conserved protein	Saci_0716	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	165
AAY80570	Q4J9G0	Q4J9G0_SULAC	unreviewed	Putative snRNP Sm-like protein	Saci_1224	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	79
AAY80044	Q4JAY5	Q4JAY5_SULAC	unreviewed	Conserved Archaeal protein	Saci_0660	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	144
AAY80372	Q4JA08	Q4JA08_SULAC	unreviewed	X-prodipeptidase (EC 3.4.13.9)	Saci_1015	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	350
AAY80801	Q4J8S7	Q4J8S7_SULAC	unreviewed	Xaa-Pro dipeptidase (EC 3.4.13.9)	pepQ Saci_1480	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	365
AAY80833	Q4J8P6	Q4J8P6_SULAC	unreviewed	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	map Saci_1513	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	299
AAY81445	Q4J6Y5	Q4J6Y5_SULAC	unreviewed	Conserved formamidase/acetamidase	Saci_2152	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	318
AAY80567	Q4J9G3	Q4J9G3_SULAC	unreviewed	Hemin transport system permease protein	Saci_1221	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	332
AAY80210	Q4JAG9	Q4JAG9_SULAC	unreviewed	Conserved Archaeal protein	Saci_0843	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	50
AAY80647	Q4J983	Q4J983_SULAC	unreviewed	Conserved Archaeal protein	Saci_1309	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	358
AAY80017	Q4JB12	RPO4_SULAC	reviewed	DNA-directed RNA polymerase subunit Rpo4 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit F)	rpo4 rpoF Saci_0625	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	114
AAY80013	Q4JB16	TRMJ_SULAC	reviewed	tRNA (cytidine-2'-O-)-methyltransferase TrmJ (EC 2.1.1.-) (tRNA (cytidine(32)-2'-O)-methyltransferase) (tRNA Cm32 methyltransferase)	trmJ Saci_0621	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	235
AAY80034	Q4JAZ5	Q4JAZ5_SULAC	unreviewed	Conserved Archaeal protein	Saci_0650	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	152
AAY79606	Q4JC73	Q4JC73_SULAC	unreviewed	Shikimate kinase (SK) (EC 2.7.1.71)	aroK Saci_0187	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	268
AAY80807	Q4J8R8	Q4J8R8_SULAC	unreviewed	Beta-ribofuranosylaminobenzene 5'-phosphate synthase (Beta-RFA-P synthase) (EC 2.4.2.54)	Saci_1486	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	292
AAY80334	Q4JA46	KHSE_SULAC	reviewed	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB Saci_0972	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	306
AAY81644	Q4J6D7	Q4J6D7_SULAC	unreviewed	Mevalonate kinase (MK) (MVK) (EC 2.7.1.36)	mvk Saci_2365	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	314
AAY80590	Q4J9E0	Q4J9E0_SULAC	unreviewed	GHMP kinase (EC 2.7.-.-)	Saci_1244	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	322
AAY79604	Q4JC75	AROE_SULAC	reviewed	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	aroE Saci_0185	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	263
AAY79441	Q4JCN8	NTPTH_SULAC	reviewed	Nucleoside-triphosphatase THEP1 (NTPase THEP1) (EC 3.6.1.15) (Nucleoside triphosphate phosphohydrolase)	Saci_0011	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	172
AAY80370	Q4JA11	Q4JA11_SULAC	unreviewed	Ornithine cyclodeaminase/mu-crystallin family protein	Saci_1013	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	317
AAY81650	Q4J6D1	Q4J6D1_SULAC	unreviewed	Ornithine cyclodeaminase/mu-crystallin (EC 4.3.1.12)	Saci_2372	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	308
AAY80150	Q4JAM9	HEM1_SULAC	reviewed	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA Saci_0777	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	414
AAY79962	O05982	KCY_SULAC	reviewed	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	cmk cdk Saci_0570	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	182
AAY79855	Q4JBH4	Q4JBH4_SULAC	unreviewed	Putative adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase)	Saci_0443	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	189
CAA51967	P35028	KADA_SULAC	reviewed	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase)	adkA adk Saci_0573	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	194
AAY80008	Q4JB21	Q4JB21_SULAC	unreviewed	Conserved Archaeal protein	Saci_0616	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	104
AAY80627	Q4J9A3	Y1285_SULAC	reviewed	UPF0201 protein Saci_1285	Saci_1285	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	145
AAY80149	Q4JAN0	Q4JAN0_SULAC	unreviewed	Precorrin-2 dehydrogenase (EC 1.3.1.76)	Saci_0776	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	218
AAY80628	Q4J9A1	Q4J9A1_SULAC	unreviewed	Conserved Archaeal protein	Saci_1286	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	144
AAY79602	Q4JC77	Q4JC77_SULAC	unreviewed	2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55)	aroA Saci_0183	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	330
AAY79600	Q4JC79	Q4JC79_SULAC	unreviewed	2-oxoacid oxidoreductase (ferredoxin) (EC 1.2.7.11)	Saci_0181	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	312
AAY79599	Q4JC80	Q4JC80_SULAC	unreviewed	2-oxoacid oxidoreductase (ferredoxin) (EC 1.2.7.11)	Saci_0180	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	271
AAY80247	Q4JAD3	Q4JAD3_SULAC	unreviewed	Conserved Archaeal protein	Saci_0882	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	102
AAY81099	Q4J7Y2	Q4J7Y2_SULAC	unreviewed	Conserved Archaeal protein	Saci_1793	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	89
AAY81599	Q4J6I3	Q4J6I3_SULAC	unreviewed	Transcriptional regulator	Saci_2313	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	105
AAY79747	Q4JBT2	Q4JBT2_SULAC	unreviewed	Pyridine nucleotide-disulphide oxidoreductase (EC 1.-.-.-)	Saci_0331	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	385
AAY81008	Q4J875	Q4J875_SULAC	unreviewed	Pyridine nucleotide-disulphide oxidoreductase (EC 1.-.-.-)	Saci_1702	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	321
AAY81237	Q4J7J4	Q4J7J4_SULAC	unreviewed	Pyridine nucleotide-disulphide oxidoreductase	Saci_1934	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	331
AAY79559	Q4JCC0	Q4JCC0_SULAC	unreviewed	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	lpdV Saci_0136	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	414
AAY79754	Q4JBS5	Q4JBS5_SULAC	unreviewed	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	pdhD Saci_0338	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	444
AAY81014	Q4J868	Q4J868_SULAC	unreviewed	Hg(II) reductase (EC 1.16.1.1) (Mercuric reductase)	merA Saci_1708	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	454
AAY79570	Q4JCA9	Q4JCA9_SULAC	unreviewed	NADH peroxidase (EC 1.11.1.1)	npx Saci_0149	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	440
AAY81573	Q4J6K8	Q4J6K8_SULAC	unreviewed	Pyridine nucleotide-disulphide oxidoreductase	Saci_2287	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	423
AAY79946	Q4JB83	Q4JB83_SULAC	unreviewed	NUDIX domain protein	Saci_0550	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	155
AAY79443	Q4JCN6	Q4JCN6_SULAC	unreviewed	ADP-ribose pyrophosphatase (EC 3.6.1.13)	nudF Saci_0013	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	175
AAY79545	Q4JCD4	Q4JCD4_SULAC	unreviewed	7,8-dihydro-8-oxoguanine triphosphatase (EC 3.1.6.-)	nudT Saci_0121	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	153
AAY79574	Q4JCA5	Q4JCA5_SULAC	unreviewed	ADP-ribose pyrophosphatase (EC 3.6.1.13)	Saci_0153	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	146
AAY79840	Q4JBI9	Q4JBI9_SULAC	unreviewed	Conserved Archaeal protein	Saci_0427	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	83
AAY80106	Q4JAS3	GGGPS_SULAC	reviewed	Geranylgeranylglyceryl phosphate synthase (GGGP synthase) (GGGPS) (EC 2.5.1.41) ((S)-3-O-geranylgeranylglyceryl phosphate synthase) (Phosphoglycerol geranylgeranyltransferase)	Saci_0728	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	257
AAY80752	Q4J8X8	TRPA_SULAC	reviewed	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA Saci_1422	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	245
AAY79541	Q4JCD8	TPIS_SULAC	reviewed	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA Saci_0117	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	230
AAY80757	Q4J8X3	TRPC_SULAC	reviewed	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	trpC Saci_1427	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	248
AAY80938	Q4J8E0	Q4J8E0_SULAC	unreviewed	Conserved Archaeal membrane protein	Saci_1626	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	190
AAY81127	Q4J7V2	Q4J7V2_SULAC	unreviewed	DNA protection during starvation protein (EC 1.16.-.-)	Saci_1821	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	196
AAY79694	Q4JBY5	Q4JBY5_SULAC	unreviewed	Conserved Archaeal membrane protein	Saci_0278	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	252
AAY80956	Q4J8C6	Q4J8C6_SULAC	unreviewed	Conserved protein	Saci_1646	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	354
AAY79484	Q4JCJ5	Q4JCJ5_SULAC	unreviewed	Conserved protein	Saci_0054	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	138
AAY79485	Q4JCJ4	Q4JCJ4_SULAC	unreviewed	Conserved protein	Saci_0055	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	135
AAY80132	Q4JAP7	LYSK_SULAC	reviewed	[LysW]-lysine/[LysW]-ornithine hydrolase (EC 3.5.1.130) (EC 3.5.1.132)	lysK Saci_0756	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	346
AAY80955	Q4J8C5	Q4J8C5_SULAC	unreviewed	Probable succinyl-diaminopimelate desuccinylase (EC 3.5.1.18)	dapE Saci_1645	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	382
AAY81424	Q4J701	Q4J701_SULAC	unreviewed	Probable succinyl-diaminopimelate desuccinylase (EC 3.5.1.18)	argE Saci_2131	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	413
AAY81425	Q4J700	Q4J700_SULAC	unreviewed	N-carbamoyl-L-amino acid amidohydrolase (EC 3.5.-.-)	amaB Saci_2132	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	407
AAY79791	Q4JBN8	Q4JBN8_SULAC	unreviewed	Peptidase (EC 3.4.-.-)	Saci_0375	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	423
AAY81063	Q4J819	Q4J819_SULAC	unreviewed	Peptidase	Saci_1757	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	433
AAY80747	Q4J8Y3	Q4J8Y3_SULAC	unreviewed	Phosphoenolpyruvate synthase (PEP synthase) (EC 2.7.9.2) (Pyruvate, water dikinase)	Saci_1417	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	792
AAY80110	Q4JAR9	Q4JAR9_SULAC	unreviewed	Conserved Archaeal protein	Saci_0732	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	393
AAY80409	Q4J9X1	Q4J9X1_SULAC	unreviewed	Uncharacterized protein	Saci_1052	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	106
AAY80640	Q4J990	Q4J990_SULAC	unreviewed	Ribose-5-phosphate isomerase (EC 5.3.1.6)	rpiA Saci_1301	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	220
AAY79937	Q4JB92	MTNA_SULAC	reviewed	Putative methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (MTNA-like protein) (aMTNA) (S-methyl-5-thioribose-1-phosphate isomerase)	Saci_0539	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	367
AAY80576	Q4J9F4	Q4J9F4_SULAC	unreviewed	Transcriptional regulator TenA family	Saci_1230	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	218
AAY81569	Q4J6L2	Q4J6L2_SULAC	unreviewed	Transcriptional regulator TenA family	Saci_2283	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	190
AAY80758	Q4J8X2	AAT_SULAC	reviewed	Aspartate aminotransferase (AspAT) (EC 2.6.1.1) (Transaminase A)	aspC Saci_1428	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	400
AAY80919	Q4J8G2	Q4J8G2_SULAC	unreviewed	tRNA binding domain protein	Saci_1606	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	113
AAY80603	Q4J9C8	Q4J9C8_SULAC	unreviewed	Conserved protein	Saci_1257	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	140
AAY80822	Q4J8Q9	Q4J8Q9_SULAC	unreviewed	Uncharacterized protein	Saci_1501	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	108
AAY79870	Q4JBF9	Q4JBF9_SULAC	unreviewed	Uncharacterized protein	Saci_0460	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	154
AAA89160	Q55059	Q55059_SACSO	unreviewed	PP1-arch		Saccharolobus solfataricus (Sulfolobus solfataricus)	293
AAY79684	Q4JBZ5	Q4JBZ5_SULAC	unreviewed	Conserved protein	Saci_0268	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	220
AAY80484	Q4J9P6	Q4J9P6_SULAC	unreviewed	Metallophos_2 domain-containing protein	Saci_1132	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	229
AAY80670	Q4J960	Q4J960_SULAC	unreviewed	Conserved Archaeal protein	Saci_1335	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	254
AAY79737	Q4JBU2	Q4JBU2_SULAC	unreviewed	Uncharacterized protein	Saci_0321	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	380
AAY80674	Q4J951	Q4J951_SULAC	unreviewed	Conserved Archaeal protein	Saci_1339	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	313
AAY79992	Q4JB37	Q4JB37_SULAC	unreviewed	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	leuB Saci_0600	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	337
AAY80651	Q4J979	Q4J979_SULAC	unreviewed	Type 2 DNA topoisomerase 6 subunit B (EC 5.6.2.2) (Type II DNA topoisomerase VI subunit B) (TopoVI-B)	top6B Saci_1315	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	532
AAY80366	Q4JA14	Q4JA14_SULAC	unreviewed	Carbon monoxide dehydrogenase	Saci_1009	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	704
AAY80377	Q4J9Z7	Q4J9Z7_SULAC	unreviewed	Aldehyde oxidase	Saci_1020	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	681
AAY81048	Q4J833	Q4J833_SULAC	unreviewed	Carbon monoxide dehydrogenase large chain (EC 1.2.99.2)	cutA-2 Saci_1742	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	697
AAY81144	Q4J7T6	Q4J7T6_SULAC	unreviewed	Carbon monoxide dehydrogenase large chain (EC 1.2.99.2)	Saci_1838	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	685
AAY81358	Q4J773	Q4J773_SULAC	unreviewed	Aldehyde oxidase and xanthine dehydrogenase (EC 1.-.-.-)	Saci_2064	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	758
AAY81411	Q4J719	Q4J719_SULAC	unreviewed	Carbon monoxide dehydrogenase large chain (EC 1.2.99.2)	coxL Saci_2117	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	725
AAY81533	Q4J6P8	Q4J6P8_SULAC	unreviewed	Carbon monoxide dehydrogenase large chain (EC 1.2.99.2)	Saci_2247	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	775
AAY81557	Q4J6M3	CUTA_SULAC	reviewed	Glyceraldehyde dehydrogenase large chain (EC 1.2.99.8) (Glyceraldehyde dehydrogenase subunit A) (Glyceraldehyde dehydrogenase subunit alpha)	cutA Saci_2271	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	748
AAY80250	Q4JAD0	Q4JAD0_SULAC	unreviewed	Conserved Prokaryal protein	Saci_0885	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	395
AAY81270	Q4J7G1	Q4J7G1_SULAC	unreviewed	Mandelate racemase/muconate lactonizing enzyme	Saci_1967	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	372
AAY81482	Q4J6U9	Q4J6U9_SULAC	unreviewed	Mandelate racemase	Saci_2196	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	372
AAY80710	Q4J920	ENO_SULAC	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno Saci_1377	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	416
AAY79942	Q4JB87	Q4JB87_SULAC	unreviewed	Conserved protein	Saci_0546	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	261
AAY80327	Q4JA53	Q4JA53_SULAC	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	Saci_0965	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	251
AAY80166	Q4JAL3	Q4JAL3_SULAC	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	Saci_0796	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	286
AAY80631	Q4J999	Q4J999_SULAC	unreviewed	Conserved Archaeal protein	Saci_1289	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	202
AAY80218	Q4JAG1	KAE1_SULAC	reviewed	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein Kae1) (tRNA threonylcarbamoyladenosine biosynthesis protein Kae1)	kae1 Saci_0851	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	332
AAY80798	Q4J8T2	Q4J8T2_SULAC	unreviewed	Conserved protein	Saci_1477	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	224
AAY80974	Q4J8A7	Q4J8A7_SULAC	unreviewed	Universally conserved protein	Saci_1664	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	492
AAY81279	Q4J7F2	Q4J7F2_SULAC	unreviewed	Conserved Archaeal protein	Saci_1977	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	143
AAY81194	Q4J7N7	Q4J7N7_SULAC	unreviewed	Uncharacterized protein	Saci_1891	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	136
AAY81280	Q4J7F0	Q4J7F0_SULAC	unreviewed	Conserved protein	Saci_1978	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	114
AAY79446	Q4JCN3	Q4JCN3_SULAC	unreviewed	Conserved protein	Saci_0016	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	225
